0127 0
0157 1
0027 2
0024 3
0151 4
0087 5
0055 6
0147 7
0047 8
0142 9
0045 10
0139 11
0011 12
0059 13
0131 14
0003 15
0161 16
0064 17
0009 18
0086 5
0185 10
0013 7
0006 4
0005 11
0121 2
0137 6
0012 10
0120 19
0180 16
0155 1
0126 0
0089 8
0008 9
0023 3
0014 7
0062 0
0026 14
0081 5
0124 19
0043 8
0001 15
0136 17
0015 10
0046 20
0083 5
0170 15
0153 12
0039 20
0176 13
0020 3
0145 7
0032 17
0189 6
0090 20
0033 18
0123 19
0035 6
0130 21
0141 17
0067 17
0060 16
0010 18
0166 21
0019 11
0128 0
0044 17
0168 8
0165 1
0154 1
0177 22
0117 2
0072 21
0052 19
0096 4
0050 14
0150 13
0144 0
0173 10
0152 16
0038 23
0103 4
0057 3
0183 7
0116 2
0112 10
0007 4
0034 7
0187 12
0143 8
0004 15
0068 10
0111 11
0075 1
0088 5
0073 13
0159 4
0095 6
0048 8
0025 14
0188 1
0104 13
0167 21
0125 9
0078 5
0101 12
0146 0
0108 1
0148 10
0186 9
0164 7
0041 16
0077 21
0058 9
0133 12
0172 15
0030 1
0190 13
0029 17
0105 6
0140 20
0098 1
0065 16
0092 12
0074 6
0129 0
0182 22
0094 1
0085 5
0113 1
0132 1
0028 2
0091 5
0022 3
0031 16
0017 8
0084 5
0122 1
0138 6
0175 7
0178 4
0174 4
0109 10
0093 12
0171 6
0069 12
0160 11
0149 0
0179 3
0040 8
0082 5
0102 8
0097 7
0054 9
0076 4
0070 10
0163 4
0066 0
0118 7
0099 1
0053 2
0184 7
0071 10
0156 3
0018 2
0061 6
0135 9
0079 0
0080 5
0037 3
0021 3
0114 8
0134 8
0063 0
0051 1
0119 0
0110 1
0036 1
0158 0
0181 1
0106 3
0049 4
0100 7
0042 0
0002 0
0162 0
0016 0
0107 1
0115 3
0169 0
0056 0
