0055 0
0054 1
0057 2
0056 3
0023 4
0051 5
0050 6
0047 7
0046 8
0044 9
0071 10
0070 11
0069 12
0036 13
0037 14
0038 7
0034 10
0063 0
0022 6
0053 4
0049 1
0016 5
0041 2
0068 15
0040 16
0019 8
0024 3
0030 7
0021 9
0039 13
0059 14
0026 15
0058 17
0035 6
0064 4
0027 2
0029 1
0025 12
0020 11
0042 4
0052 3
0048 16
0045 4
0028 14
0060 1
0062 12
0033 0
0017 13
0074 10
0073 9
0014 5
0072 0
0015 16
0032 17
0031 18
0078 6
0080 1
0079 3
0066 7
0061 5
0018 14
0012 7
0002 0
0013 10
0010 2
0004 6
0011 1
0006 12
0008 15
0001 5
0077 4
0076 12
0067 3
0075 11
0003 3
0081 5
0065 3
0007 4
0043 0
0005 4
0009 4
