1471 0
2206 1
0541 2
1852 3
1786 4
1465 5
0503 6
0950 7
2070 8
1395 9
2249 10
2088 11
2247 12
0677 13
0637 14
0868 15
0573 16
0096 17
1685 18
1297 19
0654 20
1675 21
1673 22
0261 23
0391 24
1470 0
2106 8
2316 16
2090 9
0105 3
2207 1
2083 23
1359 12
0310 24
1686 21
0872 15
1951 4
1399 25
2067 11
2245 10
1316 3
0385 26
0246 27
1805 7
2023 25
1281 5
2210 1
0873 22
0103 2
1853 17
0572 16
1460 11
0389 28
0642 26
2071 8
1984 20
2250 10
2068 3
2248 10
1952 0
0870 29
1677 2
2089 19
0575 13
2319 5
0574 9
1396 19
1787 28
1794 30
2099 7
0780 12
2203 25
2380 31
1985 27
0104 31
1393 13
1688 6
0663 28
1678 21
1461 5
1483 32
1945 33
0386 19
2025 18
1469 0
2098 27
2031 30
2145 3
1990 11
1668 21
1459 34
0901 16
1687 29
1487 25
0247 32
1956 27
2219 15
0095 17
2101 23
2318 32
2097 35
1423 36
1672 7
0579 4
0392 33
2075 18
0722 14
1462 20
2029 35
2074 29
1400 9
1420 31
2037 18
2218 13
2079 27
1981 30
2069 8
1472 27
2026 28
1397 30
2066 8
1485 22
1476 7
1360 22
0142 0
0539 25
1474 6
0506 16
2084 1
0507 17
1979 20
0580 30
1986 19
0505 20
2226 26
1443 18
1798 24
1627 16
1467 31
0660 21
1363 14
0806 34
0581 9
1913 15
2091 34
0394 13
1482 18
1478 24
1475 1
1445 13
1466 25
1671 4
0348 1
0319 25
0390 26
0900 22
0538 27
1448 30
2326 5
2204 1
0582 25
1422 10
1630 7
1912 18
0393 0
2325 5
1421 10
0586 16
0447 14
1529 26
1392 5
1383 33
2280 31
0320 6
1600 10
2220 2
1670 4
2076 4
1601 12
0951 32
0432 20
1317 17
2032 0
0583 9
0395 27
1802 11
0179 6
1510 18
1958 22
1631 7
2022 4
0198 1
1793 4
0941 14
2205 34
0748 1
0318 15
1982 3
0380 3
2228 9
1962 5
1898 32
2229 16
2221 28
0253 11
2227 0
2225 5
2287 17
2086 17
0587 23
2035 0
2034 4
2038 12
1983 2
2348 28
0387 19
0578 11
0194 10
1947 1
2222 17
2202 1
1463 19
0516 13
0324 16
2027 12
2171 27
2232 23
2234 15
2087 22
1451 3
2201 1
1450 5
1927 11
2050 3
2230 32
2236 20
2095 15
